0,5,5
 -175.148409345,5,6
 271.299666371,5,7
 148.427411309,5,8
 219.050219408,5,9
 255.870099793,5,10
 224.641340901,5,11
 313.924939647,5,12
 306.119133858,5,13
 289.710995186,5,14
 304.04240888,5,15
 332.893419506,5,16
 353.490697453,5,17
 378.676647686,5,18
 376.774536469,5,19
 403.364915459,5,20
 441.01073193,5,21
 468.011820866,5,22
 508.801153672,5,23
 523.932461212,5,24
 495.761883845,5,25
 506.142101482,5,26
 511.521135341,5,27
 480.479155401,5,28
 467.347377136,5,29
 464.815146311,5,30
 482.615563945,5,31
 451.596423174,5,32
 430.982030332,5,33
 417.676092723,5,34
 393.298061467,5,35
 364.720823561,5,36
 344.096995252,5,37
 332.525885605,5,38
 304.762730596,5,39
 288.080743451,5,40
 299.562211267,5,41
 309.821973957,5,42
 331.567188508,5,43
 341.142074458,5,44
 415.603870042,5,45
 420.765156357,5,46
 415.626194478,5,47
 428.294439005,5,48
 409.694860347,5,49
 407.401061756,5,50
 425.806088211,5,51
 433.15175217,5,52
 409.215331438,5,53
 427.105382361,5,54
 432.020645687,5,55
 0,6,6
 -164.244791171,6,7
 324.253475685,6,8
 249.689894225,6,9
 207.361022013,6,10
 302.389665218,6,11
 312.524989893,6,12
 340.36367314,6,13
 326.333613251,6,14
 314.135855229,6,15
 351.001075161,6,16
 366.781626732,6,17
 411.271340536,6,18
 434.087175679,6,19
 473.93358224,6,20
 503.893960676,6,21
 504.007324764,6,22
 464.53786093,6,23
 479.139129472,6,24
 501.014570385,6,25
 447.288314549,6,26
 418.826133705,6,27
 405.619631379,6,28
 415.129152778,6,29
 363.768267094,6,30
 357.117252863,6,31
 345.050149076,6,32
 359.014166508,6,33
 360.365823277,6,34
 333.123357327,6,35
 316.348746798,6,36
 342.146270247,6,37
 333.449936237,6,38
 313.599377959,6,39
 332.871854989,6,40
 346.354687346,6,41
 359.802172802,6,42
 427.556853406,6,43
 413.247964848,6,44
 400.378976164,6,45
 409.844546253,6,46
 403.906421303,6,47
 392.019493961,6,48
 427.970874189,6,49
 422.527704278,6,50
 402.093049704,6,51
 410.452916582,6,52
 388.529656632,6,53
 410.745138611,6,54
 407.327222628,6,55
 0,7,7
 -349.03390197,7,8
 416.282459493,7,9
 357.055407757,7,10
 215.189220098,7,11
 300.070145342,7,12
 293.983594018,7,13
 329.105820101,7,14
 366.066787982,7,15
 415.734582894,7,16
 458.633283385,7,17
 465.221555376,7,18
 498.054476549,7,19
 481.104283721,7,20
 451.305834274,7,21
 450.173560958,7,22
 451.77120856,7,23
 424.765050227,7,24
 400.781564989,7,25
 387.80303379,7,26
 373.228651164,7,27
 370.074440292,7,28
 353.944085471,7,29
 343.809102627,7,30
 316.232110932,7,31
 297.15321312,7,32
 312.623984134,7,33
 307.437298672,7,34
 310.791622531,7,35
 332.019708148,7,36
 316.751175719,7,37
 317.070263806,7,38
 301.942751075,7,39
 366.657439258,7,40
 404.569157735,7,41
 400.236109245,7,42
 397.00084479,7,43
 411.505741318,7,44
 415.518576826,7,45
 409.934014744,7,46
 381.97160532,7,47
 363.730802301,7,48
 375.450228195,7,49
 370.659854062,7,50
 377.005283635,7,51
 397.440050238,7,52
 389.074595384,7,53
 387.754241762,7,54
 392.061193941,7,55
 0,8,8
 -297.874797968,8,9
 253.258700473,8,10
 426.721156053,8,11
 374.41217152,8,12
 359.698454263,8,13
 334.135621,8,14
 382.095031037,8,15
 430.63181982,8,16
 497.061981215,8,17
 457.901857049,8,18
 452.442478489,8,19
 451.653550857,8,20
 412.041699787,8,21
 397.26706826,8,22
 382.664692044,8,23
 390.649832428,8,24
 408.530414933,8,25
 377.114361948,8,26
 338.877731504,8,27
 335.760938435,8,28
 296.091782028,8,29
 332.16022183,8,30
 339.593465363,8,31
 319.9236235,8,32
 327.048917513,8,33
 328.288068019,8,34
 306.5007472,8,35
 300.046839741,8,36
 349.266014233,8,37
 360.115333146,8,38
 365.023561698,8,39
 394.218627382,8,40
 416.981022984,8,41
 408.452245116,8,42
 411.631064329,8,43
 389.403491379,8,44
 387.609361081,8,45
 389.418817056,8,46
